ORF,Name,Allele,Strain,Plate,Row,Column
YOR202W,HIS3,,DMA1,1,1,1
YOR202W,HIS3,,DMA1,1,1,2
YOR202W,HIS3,,DMA1,1,1,3
YOR202W,HIS3,,DMA1,1,1,4
YOR202W,HIS3,,DMA1,1,1,5
YOR202W,HIS3,,DMA1,1,1,6
YOR202W,HIS3,,DMA1,1,1,7
YOR202W,HIS3,,DMA1,1,1,8
YOR202W,HIS3,,DMA1,1,1,9
YOR202W,HIS3,,DMA1,1,1,10
YOR202W,HIS3,,DMA1,1,1,11
YOR202W,HIS3,,DMA1,1,1,12
YOR202W,HIS3,,DMA1,1,1,13
YOR202W,HIS3,,DMA1,1,1,14
YOR202W,HIS3,,DMA1,1,1,15
YOR202W,HIS3,,DMA1,1,1,16
YOR202W,HIS3,,DMA1,1,1,17
YOR202W,HIS3,,DMA1,1,1,18
YOR202W,HIS3,,DMA1,1,1,19
YOR202W,HIS3,,DMA1,1,1,20
YOR202W,HIS3,,DMA1,1,1,21
YOR202W,HIS3,,DMA1,1,1,22
YOR202W,HIS3,,DMA1,1,1,23
YOR202W,HIS3,,DMA1,1,1,24
YOR202W,HIS3,,DMA1,1,2,1
YBR030W,RKM3,,DMA193,1,2,2
YBR138C,,,DMA290,1,2,3
YBR028C,YPK3,,DMA194,1,2,4
YBR137W,,,DMA291,1,2,5
YBR027C,,,DMA195,1,2,6
YBR134W,,,DMA292,1,2,7
YBR026C,ETR1,,DMA196,1,2,8
YBR132C,AGP2,,DMA293,1,2,9
YBR025C,OLA1,,DMA197,1,2,10
YBR131W,CCZ1,,DMA294,1,2,11
YBR024W,SCO2,,DMA198,1,2,12
YBR130C,SHE3,,DMA295,1,2,13
YBR023C,CHS3,,DMA199,1,2,14
YBR129C,OPY1,,DMA296,1,2,15
YBR022W,POA1,,DMA200,1,2,16
YBR128C,ATG14,,DMA297,1,2,17
YBR020W,GAL1,,DMA201,1,2,18
YBR126C,TPS1,,DMA298,1,2,19
YBR019C,GAL10,,DMA202,1,2,20
YBR125C,PTC4,,DMA299,1,2,21
YBR018C,GAL7,,DMA203,1,2,22
YBR122C,MRPL36,,DMA300,1,2,23
YOR202W,HIS3,,DMA1,1,2,24
YOR202W,HIS3,,DMA1,1,3,1
YAL017W,PSK1,,DMA13,1,3,2
YBL032W,HEK2,,DMA110,1,3,3
YAL015C,NTG1,,DMA14,1,3,4
YBL031W,SHE1,,DMA111,1,3,5
YAL014C,SYN8,,DMA15,1,3,6
YBL029W,,,DMA112,1,3,7
YAL013W,DEP1,,DMA16,1,3,8
YBL028C,,,DMA113,1,3,9
YAL011W,SWC3,,DMA17,1,3,10
YBL027W,RPL19B,,DMA114,1,3,11
YAL010C,MDM10,,DMA18,1,3,12
YBL025W,RRN10,,DMA115,1,3,13
YAL008W,FUN14,,DMA19,1,3,14
YBL024W,NCL1,,DMA116,1,3,15
YAL007C,ERP2,,DMA20,1,3,16
YBL021C,HAP3,,DMA117,1,3,17
YAL005C,SSA1,,DMA21,1,3,18
YBL019W,APN2,,DMA118,1,3,19
YAL004W,,,DMA22,1,3,20
YBL017C,PEP1,,DMA119,1,3,21
YAL002W,VPS8,,DMA23,1,3,22
YBL016W,FUS3,,DMA120,1,3,23
YOR202W,HIS3,,DMA1,1,3,24
YOR202W,HIS3,,DMA1,1,4,1
YBR045C,GIP1,,DMA205,1,4,2
YBR156C,SLI15,,DMA302,1,4,3
YBR044C,TCM62,,DMA206,1,4,4
YBR151W,APD1,,DMA303,1,4,5
YBR043C,QDR3,,DMA207,1,4,6
YBR150C,TBS1,,DMA304,1,4,7
YBR042C,CST26,,DMA208,1,4,8
YBR149W,ARA1,,DMA305,1,4,9
YBR041W,FAT1,,DMA209,1,4,10
YBR148W,YSW1,,DMA306,1,4,11
YBR040W,FIG1,,DMA210,1,4,12
YBR147W,RTC2,,DMA307,1,4,13
YBR036C,CSG2,,DMA211,1,4,14
YBR146W,MRPS9,,DMA308,1,4,15
YBR034C,HMT1,,DMA212,1,4,16
YBR145W,ADH5,,DMA309,1,4,17
YBR033W,EDS1,,DMA213,1,4,18
YBR144C,,,DMA310,1,4,19
YBR032W,,,DMA214,1,4,20
YBR141C,BMT2,,DMA311,1,4,21
YBR031W,RPL4A,,DMA215,1,4,22
YBR139W,,,DMA312,1,4,23
YOR202W,HIS3,,DMA1,1,4,24
YOR202W,HIS3,,DMA1,1,5,1
YAL031C,GIP4,,DMA25,1,5,2
YBL052C,SAS3,,DMA122,1,5,3
YAL030W,SNC1,,DMA26,1,5,4
YBL051C,PIN4,,DMA123,1,5,5
YAL029C,MYO4,,DMA27,1,5,6
YBL049W,MOH1,,DMA124,1,5,7
YAL028W,FRT2,,DMA28,1,5,8
YBL048W,RRT1,,DMA125,1,5,9
YAL027W,SAW1,,DMA29,1,5,10
YBL047C,EDE1,,DMA126,1,5,11
YAL026C,DRS2,,DMA30,1,5,12
YBL046W,PSY4,,DMA127,1,5,13
YAL023C,PMT2,,DMA31,1,5,14
YBL043W,ECM13,,DMA128,1,5,15
YAL022C,FUN26,,DMA32,1,5,16
YBL042C,FUI1,,DMA129,1,5,17
YAL020C,ATS1,,DMA33,1,5,18
YBL039C,URA7,,DMA130,1,5,19
YAL019W,FUN30,,DMA34,1,5,20
YBL037W,APL3,,DMA131,1,5,21
YAL018C,LDS1,,DMA35,1,5,22
YBL036C,,,DMA132,1,5,23
YOR202W,HIS3,,DMA1,1,5,24
YOR202W,HIS3,,DMA1,1,6,1
YBR058C,UBP14,,DMA217,1,6,2
YBR169C,SSE2,,DMA314,1,6,3
YBR057C,MUM2,,DMA218,1,6,4
YBR168W,PEX32,,DMA315,1,6,5
YBR056W,,,DMA219,1,6,6
YBR166C,TYR1,,DMA316,1,6,7
YBR054W,YRO2,,DMA220,1,6,8
YBR165W,UBS1,,DMA317,1,6,9
YBR053C,,,DMA221,1,6,10
YBR164C,ARL1,,DMA318,1,6,11
YBR052C,RFS1,,DMA222,1,6,12
YBR162W-A,YSY6,,DMA319,1,6,13
YBR051W,,,DMA223,1,6,14
YBR162C,TOS1,,DMA320,1,6,15
YBR050C,REG2,,DMA224,1,6,16
YBR161W,CSH1,,DMA321,1,6,17
YBR048W,RPS11B,,DMA225,1,6,18
YBR159W,IFA38,,DMA322,1,6,19
YBR047W,FMP23,,DMA226,1,6,20
YBR158W,AMN1,,DMA323,1,6,21
YBR046C,ZTA1,,DMA227,1,6,22
YBR157C,ICS2,,DMA324,1,6,23
YOR202W,HIS3,,DMA1,1,6,24
YOR202W,HIS3,,DMA1,1,7,1
YAL054C,ACS1,,DMA37,1,7,2
YBL064C,PRX1,,DMA134,1,7,3
YAL053W,FLC2,,DMA38,1,7,4
YBL063W,KIP1,,DMA135,1,7,5
YAL051W,OAF1,,DMA39,1,7,6
YBL062W,,,DMA136,1,7,7
YAL049C,AIM2,,DMA40,1,7,8
YBL061C,SKT5,,DMA137,1,7,9
YAL045C,,,DMA41,1,7,10
YBL060W,YEL1,,DMA138,1,7,11
YAL042C-A,,,DMA42,1,7,12
YBL059W,,,DMA139,1,7,13
YAL042W,ERV46,,DMA43,1,7,14
YBL057C,PTH2,,DMA140,1,7,15
YAL040C,CLN3,,DMA44,1,7,16
YBL056W,PTC3,,DMA141,1,7,17
YAL037W,,,DMA45,1,7,18
YBL055C,,,DMA142,1,7,19
YAL036C,RBG1,,DMA46,1,7,20
YBL054W,TOD6,,DMA143,1,7,21
YAL034C,FUN19,,DMA47,1,7,22
YBL053W,,,DMA144,1,7,23
YOR202W,HIS3,,DMA1,1,7,24
YOR202W,HIS3,,DMA1,1,8,1
YBR071W,,,DMA229,1,8,2
YBR182C,SMP1,,DMA326,1,8,3
YBR069C,TAT1,,DMA230,1,8,4
YBR181C,RPS6B,,DMA327,1,8,5
YBR068C,BAP2,,DMA231,1,8,6
YBR180W,DTR1,,DMA328,1,8,7
YBR067C,TIP1,,DMA232,1,8,8
YBR178W,,,DMA329,1,8,9
YBR066C,NRG2,,DMA233,1,8,10
YBR177C,EHT1,,DMA330,1,8,11
YBR065C,ECM2,,DMA234,1,8,12
YBR176W,ECM31,,DMA331,1,8,13
YBR064W,,,DMA235,1,8,14
YBR175W,SWD3,,DMA332,1,8,15
YBR063C,,,DMA236,1,8,16
YBR174C,,,DMA333,1,8,17
YBR062C,,,DMA237,1,8,18
YBR172C,SMY2,,DMA334,1,8,19
YBR061C,TRM7,,DMA238,1,8,20
YBR171W,SEC66,,DMA335,1,8,21
YBR059C,AKL1,,DMA239,1,8,22
YBR170C,NPL4,,DMA336,1,8,23
YOR202W,HIS3,,DMA1,1,8,24
YOR202W,HIS3,,DMA1,1,9,1
YAL066W,,,DMA49,1,9,2
YBL079W,NUP170,,DMA146,1,9,3
YAL065C,,,DMA50,1,9,4
YBL078C,ATG8,,DMA147,1,9,5
YAL064C-A,TDA8,,DMA51,1,9,6
YBL075C,SSA3,,DMA148,1,9,7
YAL062W,GDH3,,DMA52,1,9,8
YBL072C,RPS8A,,DMA149,1,9,9
YAL061W,BDH2,,DMA53,1,9,10
YBL071C,,,DMA150,1,9,11
YAL060W,BDH1,,DMA54,1,9,12
YBL070C,,,DMA151,1,9,13
YAL059W,ECM1,,DMA55,1,9,14
YBL069W,AST1,,DMA152,1,9,15
YAL058W,CNE1,,DMA56,1,9,16
YBL068W,PRS4,,DMA153,1,9,17
YAL056C-A,,,DMA57,1,9,18
YBL067C,UBP13,,DMA154,1,9,19
YAL056W,GPB2,,DMA58,1,9,20
YBL066C,SEF1,,DMA155,1,9,21
YAL055W,PEX22,,DMA59,1,9,22
YBL065W,,,DMA156,1,9,23
YOR202W,HIS3,,DMA1,1,9,24
YOR202W,HIS3,,DMA1,1,10,1
YBR090C,,,DMA241,1,10,2
YBR199W,KTR4,,DMA338,1,10,3
YBR084W,MIS1,,DMA242,1,10,4
YBR197C,,,DMA339,1,10,5
YBR084C-A,RPL19A,,DMA243,1,10,6
YBR195C,MSI1,,DMA340,1,10,7
YBR083W,TEC1,,DMA244,1,10,8
YBR194W,AIM4,,DMA341,1,10,9
YBR082C,UBC4,,DMA245,1,10,10
YBR189W,RPS9B,,DMA342,1,10,11
YBR077C,SLM4,,DMA246,1,10,12
YBR188C,NTC20,,DMA343,1,10,13
YBR076W,ECM8,,DMA247,1,10,14
YBR187W,GDT1,,DMA344,1,10,15
YBR075W,,,DMA248,1,10,16
YBR186W,PCH2,,DMA345,1,10,17
YBR074W,PFF1,,DMA249,1,10,18
YBR185C,MBA1,,DMA346,1,10,19
YBR073W,RDH54,,DMA250,1,10,20
YBR184W,,,DMA347,1,10,21
YBR072W,HSP26,,DMA251,1,10,22
YBR183W,YPC1,,DMA348,1,10,23
YOR202W,HIS3,,DMA1,1,10,24
YOR202W,HIS3,,DMA1,1,11,1
YAR027W,UIP3,,DMA61,1,11,2
YBL094C,,,DMA158,1,11,3
YAR023C,,,DMA62,1,11,4
YBL091C-A,SCS22,,DMA159,1,11,5
YAR020C,PAU7,,DMA63,1,11,6
YBL091C,MAP2,,DMA160,1,11,7
YAR018C,KIN3,,DMA64,1,11,8
YBL089W,AVT5,,DMA161,1,11,9
YAR015W,ADE1,,DMA65,1,11,10
YBL088C,TEL1,,DMA162,1,11,11
YAR014C,BUD14,,DMA66,1,11,12
YBL087C,RPL23A,,DMA163,1,11,13
YAR003W,SWD1,,DMA67,1,11,14
YBL086C,,,DMA164,1,11,15
YAR002W,NUP60,,DMA68,1,11,16
YBL085W,BOI1,,DMA165,1,11,17
YAR002C-A,ERP1,,DMA69,1,11,18
YBL083C,,,DMA166,1,11,19
YAL068C,PAU8,,DMA70,1,11,20
YBL082C,ALG3,,DMA167,1,11,21
YAL067C,SEO1,,DMA71,1,11,22
YBL081W,,,DMA168,1,11,23
YOR202W,HIS3,,DMA1,1,11,24
YOR202W,HIS3,,DMA1,1,12,1
YBR104W,YMC2,,DMA253,1,12,2
YBR212W,NGR1,,DMA350,1,12,3
YBR103W,SIF2,,DMA254,1,12,4
YBR210W,ERV15,,DMA351,1,12,5
YBR101C,FES1,,DMA255,1,12,6
YBR209W,,,DMA352,1,12,7
YBR100W,,,DMA256,1,12,8
YBR208C,"DUR1,2",,DMA353,1,12,9
YBR099C,,,DMA257,1,12,10
YBR207W,FTH1,,DMA354,1,12,11
YBR098W,MMS4,,DMA258,1,12,12
YBR206W,,,DMA355,1,12,13
YBR095C,RXT2,,DMA259,1,12,14
YBR205W,KTR3,,DMA356,1,12,15
YBR094W,PBY1,,DMA260,1,12,16
YBR204C,LDH1,,DMA357,1,12,17
YBR093C,PHO5,,DMA261,1,12,18
YBR203W,COS111,,DMA358,1,12,19
YBR092C,PHO3,,DMA262,1,12,20
YBR201W,DER1,,DMA359,1,12,21
YBR089C-A,NHP6B,,DMA263,1,12,22
YBR200W,BEM1,,DMA360,1,12,23
YOR202W,HIS3,,DMA1,1,12,24
YOR202W,HIS3,,DMA1,1,13,1
YAR047C,,,DMA73,1,13,2
YBR001C,NTH2,,DMA170,1,13,3
YAR044W,,,DMA74,1,13,4
YBL107C,MIX23,,DMA171,1,13,5
YAR043C,,,DMA75,1,13,6
YBL106C,SRO77,,DMA172,1,13,7
YAR042W,SWH1,,DMA76,1,13,8
YBL104C,SEA4,,DMA173,1,13,9
YAR040C,,,DMA77,1,13,10
YBL103C,RTG3,,DMA174,1,13,11
YAR037W,,,DMA78,1,13,12
YBL102W,SFT2,,DMA175,1,13,13
YAR035W,YAT1,,DMA79,1,13,14
YBL101C,ECM21,,DMA176,1,13,15
YAR031W,PRM9,,DMA80,1,13,16
YBL100C,,,DMA177,1,13,17
YAR030C,,,DMA81,1,13,18
YBL098W,BNA4,,DMA178,1,13,19
YAR029W,,,DMA82,1,13,20
YBL096C,,,DMA179,1,13,21
YAR028W,,,DMA83,1,13,22
YBL095W,MRX3,,DMA180,1,13,23
YOR202W,HIS3,,DMA1,1,13,24
YOR202W,HIS3,,DMA1,1,14,1
YBR121C,GRS1,,DMA265,1,14,2
YBR223C,TDP1,,DMA362,1,14,3
YBR119W,MUD1,,DMA266,1,14,4
YBR222C,PCS60,,DMA363,1,14,5
YBR116C,,,DMA267,1,14,6
YBR221C,PDB1,,DMA364,1,14,7
YBR115C,LYS2,,DMA268,1,14,8
YBR220C,,,DMA365,1,14,9
YBR114W,RAD16,,DMA269,1,14,10
YBR219C,,,DMA366,1,14,11
YBR113W,,,DMA270,1,14,12
YBR218C,PYC2,,DMA367,1,14,13
YBR111C,YSA1,,DMA271,1,14,14
YBR217W,ATG12,,DMA368,1,14,15
YBR108W,AIM3,,DMA272,1,14,16
YBR216C,YBP1,,DMA369,1,14,17
YBR107C,IML3,,DMA273,1,14,18
YBR215W,HPC2,,DMA370,1,14,19
YBR106W,PHO88,,DMA274,1,14,20
YBR214W,SDS24,,DMA371,1,14,21
YBR105C,VID24,,DMA275,1,14,22
YBR213W,MET8,,DMA372,1,14,23
YOR202W,HIS3,,DMA1,1,14,24
YOR202W,HIS3,,DMA1,1,15,1
YBL015W,ACH1,,DMA85,1,15,2
YBR016W,,,DMA182,1,15,3
YBL013W,FMT1,,DMA86,1,15,4
YBR015C,MNN2,,DMA183,1,15,5
YBL011W,SCT1,,DMA87,1,15,6
YBR014C,GRX7,,DMA184,1,15,7
YBL010C,,,DMA88,1,15,8
YBR013C,,,DMA185,1,15,9
YBL009W,ALK2,,DMA89,1,15,10
YBR012C,,,DMA186,1,15,11
YBL008W,HIR1,,DMA90,1,15,12
YBR010W,HHT1,,DMA187,1,15,13
YBL007C,SLA1,,DMA91,1,15,14
YBR009C,HHF1,,DMA188,1,15,15
YBL005W,PDR3,,DMA92,1,15,16
YBR008C,FLR1,,DMA189,1,15,17
YBL003C,HTA2,,DMA93,1,15,18
YBR007C,DSF2,,DMA190,1,15,19
YBL001C,ECM15,,DMA94,1,15,20
YBR006W,UGA2,,DMA191,1,15,21
YAR050W,FLO1,,DMA95,1,15,22
YBR005W,RCR1,,DMA192,1,15,23
YOR202W,HIS3,,DMA1,1,15,24
YOR202W,HIS3,,DMA1,1,16,1
YOR202W,HIS3,,DMA1,1,16,2
YOR202W,HIS3,,DMA1,1,16,3
YOR202W,HIS3,,DMA1,1,16,4
YOR202W,HIS3,,DMA1,1,16,5
YOR202W,HIS3,,DMA1,1,16,6
YOR202W,HIS3,,DMA1,1,16,7
YOR202W,HIS3,,DMA1,1,16,8
YOR202W,HIS3,,DMA1,1,16,9
YOR202W,HIS3,,DMA1,1,16,10
YOR202W,HIS3,,DMA1,1,16,11
YOR202W,HIS3,,DMA1,1,16,12
YOR202W,HIS3,,DMA1,1,16,13
YOR202W,HIS3,,DMA1,1,16,14
YOR202W,HIS3,,DMA1,1,16,15
YOR202W,HIS3,,DMA1,1,16,16
YOR202W,HIS3,,DMA1,1,16,17
YOR202W,HIS3,,DMA1,1,16,18
YOR202W,HIS3,,DMA1,1,16,19
YOR202W,HIS3,,DMA1,1,16,20
YOR202W,HIS3,,DMA1,1,16,21
YOR202W,HIS3,,DMA1,1,16,22
YOR202W,HIS3,,DMA1,1,16,23
YOR202W,HIS3,,DMA1,1,16,24
YOR202W,HIS3,,DMA1,2,1,1
YOR202W,HIS3,,DMA1,2,1,2
YOR202W,HIS3,,DMA1,2,1,3
YOR202W,HIS3,,DMA1,2,1,4
YOR202W,HIS3,,DMA1,2,1,5
YOR202W,HIS3,,DMA1,2,1,6
YOR202W,HIS3,,DMA1,2,1,7
YOR202W,HIS3,,DMA1,2,1,8
YOR202W,HIS3,,DMA1,2,1,9
YOR202W,HIS3,,DMA1,2,1,10
YOR202W,HIS3,,DMA1,2,1,11
YOR202W,HIS3,,DMA1,2,1,12
YOR202W,HIS3,,DMA1,2,1,13
YOR202W,HIS3,,DMA1,2,1,14
YOR202W,HIS3,,DMA1,2,1,15
YOR202W,HIS3,,DMA1,2,1,16
YOR202W,HIS3,,DMA1,2,1,17
YOR202W,HIS3,,DMA1,2,1,18
YOR202W,HIS3,,DMA1,2,1,19
YOR202W,HIS3,,DMA1,2,1,20
YOR202W,HIS3,,DMA1,2,1,21
YOR202W,HIS3,,DMA1,2,1,22
YOR202W,HIS3,,DMA1,2,1,23
YOR202W,HIS3,,DMA1,2,1,24
YOR202W,HIS3,,DMA1,2,2,1
YCR076C,FUB1,,DMA577,2,2,2
YDL090C,RAM1,,DMA674,2,2,3
YCR075C,ERS1,,DMA578,2,2,4
YDL089W,NUR1,,DMA675,2,2,5
YCR073W-A,SOL2,,DMA579,2,2,6
YDL088C,ASM4,,DMA676,2,2,7
YCR073C,SSK22,,DMA580,2,2,8
YDL086W,,,DMA677,2,2,9
YCR071C,IMG2,,DMA581,2,2,10
YDL085W,NDE2,,DMA678,2,2,11
YCR069W,CPR4,,DMA582,2,2,12
YDL083C,RPS16B,,DMA679,2,2,13
YCR068W,ATG15,,DMA583,2,2,14
YDL082W,RPL13A,,DMA680,2,2,15
YCR067C,SED4,,DMA584,2,2,16
YDL081C,RPP1A,,DMA681,2,2,17
YCR065W,HCM1,,DMA585,2,2,18
YDL080C,THI3,,DMA682,2,2,19
YCR063W,BUD31,,DMA586,2,2,20
YDL079C,MRK1,,DMA683,2,2,21
YCR062W,,,DMA587,2,2,22
YDL078C,MDH3,,DMA684,2,2,23
YOR202W,HIS3,,DMA1,2,2,24
YOR202W,HIS3,,DMA1,2,3,1
YBR235W,VHC1,,DMA397,2,3,2
YCL036W,GFD2,,DMA494,2,3,3
YBR233W,PBP2,,DMA398,2,3,4
YCL035C,GRX1,,DMA495,2,3,5
YBR232C,,,DMA399,2,3,6
YCL034W,LSB5,,DMA496,2,3,7
YBR231C,SWC5,,DMA400,2,3,8
YCL033C,MXR2,,DMA497,2,3,9
YBR230C,OM14,,DMA401,2,3,10
YCL032W,STE50,,DMA498,2,3,11
YBR229C,ROT2,,DMA402,2,3,12
YCL030C,HIS4,,DMA499,2,3,13
YBR228W,SLX1,,DMA403,2,3,14
YCL029C,BIK1,,DMA500,2,3,15
YBR227C,MCX1,,DMA404,2,3,16
YCL028W,RNQ1,,DMA501,2,3,17
YBR226C,,,DMA405,2,3,18
YCL027W,FUS1,,DMA502,2,3,19
YBR225W,,,DMA406,2,3,20
YCL026C-A,FRM2,,DMA503,2,3,21
YBR224W,,,DMA407,2,3,22
YCL026C,,,DMA504,2,3,23
YOR202W,HIS3,,DMA1,2,3,24
YOR202W,HIS3,,DMA1,2,4,1
YCR089W,FIG2,,DMA589,2,4,2
YDL110C,TMA17,,DMA686,2,4,3
YCR088W,ABP1,,DMA590,2,4,4
YDL109C,,,DMA687,2,4,5
YCR087W,,,DMA591,2,4,6
YDL106C,PHO2,,DMA688,2,4,7
YCR087C-A,,,DMA592,2,4,8
YDL104C,QRI7,,DMA689,2,4,9
YCR086W,CSM1,,DMA593,2,4,10
YDL100C,GET3,,DMA690,2,4,11
YCR085W,,,DMA594,2,4,12
YDL099W,BUG1,,DMA691,2,4,13
YCR083W,TRX3,,DMA595,2,4,14
YDL096C,OPI6,,DMA692,2,4,15
YCR082W,AHC2,,DMA596,2,4,16
YDL095W,PMT1,,DMA693,2,4,17
YCR081W,SRB8,,DMA597,2,4,18
YDL094C,,,DMA694,2,4,19
YCR079W,PTC6,,DMA598,2,4,20
YDL093W,PMT5,,DMA695,2,4,21
YCR077C,PAT1,,DMA599,2,4,22
YDL091C,UBX3,,DMA696,2,4,23
YOR202W,HIS3,,DMA1,2,4,24
YOR202W,HIS3,,DMA1,2,5,1
YBR250W,SPO23,,DMA409,2,5,2
YCL049C,,,DMA506,2,5,3
YBR249C,ARO4,,DMA410,2,5,4
YCL048W,SPS22,,DMA507,2,5,5
YBR248C,HIS7,,DMA411,2,5,6
YCL047C,POF1,,DMA508,2,5,7
YBR246W,RRT2,,DMA412,2,5,8
YCL046W,,,DMA509,2,5,9
YBR245C,ISW1,,DMA413,2,5,10
YCL045C,EMC1,,DMA510,2,5,11
YBR244W,GPX2,,DMA414,2,5,12
YCL044C,MGR1,,DMA511,2,5,13
YBR242W,,,DMA415,2,5,14
YCL042W,,,DMA512,2,5,15
YBR241C,,,DMA416,2,5,16
YCL040W,GLK1,,DMA513,2,5,17
YBR240C,THI2,,DMA417,2,5,18
YCL039W,GID7,,DMA514,2,5,19
YBR239C,ERT1,,DMA418,2,5,20
YCL038C,ATG22,,DMA515,2,5,21
YBR238C,,,DMA419,2,5,22
YCL037C,SRO9,,DMA516,2,5,23
YOR202W,HIS3,,DMA1,2,5,24
YOR202W,HIS3,,DMA1,2,6,1
YCR105W,ADH7,,DMA601,2,6,2
YDL125C,HNT1,,DMA698,2,6,3
YCR102W-A,,,DMA602,2,6,4
YDL124W,,,DMA699,2,6,5
YCR102C,,,DMA603,2,6,6
YDL123W,SNA4,,DMA700,2,6,7
YCR101C,,,DMA604,2,6,8
YDL122W,UBP1,,DMA701,2,6,9
YCR100C,,,DMA605,2,6,10
YDL121C,,,DMA702,2,6,11
YCR099C,,,DMA606,2,6,12
YDL119C,,,DMA703,2,6,13
YCR098C,GIT1,,DMA607,2,6,14
YDL118W,,,DMA704,2,6,15
YCR095C,OCA4,,DMA608,2,6,16
YDL117W,CYK3,,DMA705,2,6,17
YCR092C,MSH3,,DMA609,2,6,18
YDL114W,,,DMA706,2,6,19
YCR091W,KIN82,,DMA610,2,6,20
YDL113C,ATG20,,DMA707,2,6,21
YCR090C,,,DMA611,2,6,22
YDL112W,TRM3,,DMA708,2,6,23
YOR202W,HIS3,,DMA1,2,6,24
YOR202W,HIS3,,DMA1,2,7,1
YBR269C,SDH8,,DMA421,2,7,2
YCL069W,VBA3,,DMA518,2,7,3
YBR267W,REI1,,DMA422,2,7,4
YCL064C,CHA1,,DMA519,2,7,5
YBR266C,SLM6,,DMA423,2,7,6
YCL063W,VAC17,,DMA520,2,7,7
YBR264C,YPT10,,DMA424,2,7,8
YCL062W,,,DMA521,2,7,9
YBR263W,SHM1,,DMA425,2,7,10
YCL061C,MRC1,,DMA522,2,7,11
YBR262C,MIC12,,DMA426,2,7,12
YCL060C,,,DMA523,2,7,13
YBR261C,TAE1,,DMA427,2,7,14
YCL057W,PRD1,,DMA524,2,7,15
YBR260C,RGD1,,DMA428,2,7,16
YCL056C,PEX34,,DMA525,2,7,17
YBR259W,,,DMA429,2,7,18
YCL055W,KAR4,,DMA526,2,7,19
YBR258C,SHG1,,DMA430,2,7,20
YCL051W,LRE1,,DMA527,2,7,21
YBR255W,MTC4,,DMA431,2,7,22
YCL050C,APA1,,DMA528,2,7,23
YOR202W,HIS3,,DMA1,2,7,24
YOR202W,HIS3,,DMA1,2,8,1
YDL020C,RPN4,,DMA613,2,8,2
YDL135C,RDI1,,DMA710,2,8,3
YDL019C,OSH2,,DMA614,2,8,4
YDL133C-A,RPL41B,,DMA711,2,8,5
YDL018C,ERP3,,DMA615,2,8,6
YDL134C,PPH21,,DMA712,2,8,7
YDL013W,SLX5,,DMA616,2,8,8
YDL133W,SRF1,,DMA713,2,8,9
YDL012C,,,DMA617,2,8,10
YDL133C-A,RPL41B,,DMA714,2,8,11
YDL011C,,,DMA618,2,8,12
YDL131W,LYS21,,DMA715,2,8,13
YDL010W,GRX6,,DMA619,2,8,14
YDL130W-A,STF1,,DMA716,2,8,15
YDL006W,PTC1,,DMA620,2,8,16
YDL130W,RPP1B,,DMA717,2,8,17
YDL002C,NHP10,,DMA621,2,8,18
YDL129W,,,DMA718,2,8,19
YDL001W,RMD1,,DMA622,2,8,20
YDL128W,VCX1,,DMA719,2,8,21
YCR106W,RDS1,,DMA623,2,8,22
YDL127W,PCL2,,DMA720,2,8,23
YOR202W,HIS3,,DMA1,2,8,24
YOR202W,HIS3,,DMA1,2,9,1
YBR281C,DUG2,,DMA433,2,9,2
YCR011C,ADP1,,DMA530,2,9,3
YBR280C,SAF1,,DMA434,2,9,4
YCR010C,ADY2,,DMA531,2,9,5
YBR278W,DPB3,,DMA435,2,9,6
YCR009C,RVS161,,DMA532,2,9,7
YBR277C,,,DMA436,2,9,8
YCR008W,SAT4,,DMA533,2,9,9
YBR276C,PPS1,,DMA437,2,9,10
YCR007C,,,DMA534,2,9,11
YBR275C,RIF1,,DMA438,2,9,12
YCR006C,,,DMA535,2,9,13
YBR274W,CHK1,,DMA439,2,9,14
YCR005C,CIT2,,DMA536,2,9,15
YBR273C,UBX7,,DMA440,2,9,16
YCR001W,,,DMA537,2,9,17
YBR272C,HSM3,,DMA441,2,9,18
YCL076W,,,DMA538,2,9,19
YBR271W,EFM2,,DMA442,2,9,20
YCL075W,,,DMA539,2,9,21
YBR270C,BIT2,,DMA443,2,9,22
YCL074W,,,DMA540,2,9,23
YOR202W,HIS3,,DMA1,2,9,24
YOR202W,HIS3,,DMA1,2,10,1
YDL038C,,,DMA625,2,10,2
YDL157C,,,DMA722,2,10,3
YDL037C,BSC1,,DMA626,2,10,4
YDL156W,CMR1,,DMA723,2,10,5
YDL036C,PUS9,,DMA627,2,10,6
YDL155W,CLB3,,DMA724,2,10,7
YDL035C,GPR1,,DMA628,2,10,8
YDL154W,MSH5,,DMA725,2,10,9
YDL034W,,,DMA629,2,10,10
YDL149W,ATG9,,DMA726,2,10,11
YDL033C,SLM3,,DMA630,2,10,12
YDL146W,LDB17,,DMA727,2,10,13
YDL027C,MRX9,,DMA631,2,10,14
YDL144C,,,DMA728,2,10,15
YDL026W,,,DMA632,2,10,16
YDL142C,CRD1,,DMA729,2,10,17
YDL025C,RTK1,,DMA633,2,10,18
YDL138W,RGT2,,DMA730,2,10,19
YDL024C,DIA3,,DMA634,2,10,20
YDL137W,ARF2,,DMA731,2,10,21
YDL023C,,,DMA635,2,10,22
YDL136W,RPL35B,,DMA732,2,10,23
YOR202W,HIS3,,DMA1,2,10,24
YOR202W,HIS3,,DMA1,2,11,1
